Employee Name,Manager Name,Email,Date of Hire,Store,Shift Start,Shift End,Station,Hourly Pay Rate
"Torres, Steven","Hoffman, Tina",steven.torres@abcfoodmart.com,5/10/2023,ABC Foodmart - DUMBO,12/31/2024 0:00,12/31/2024 0:00,cashier,18.84
"Love, Thomas","Ellis, Grant",thomas.love@abcfoodmart.com,2/18/2024,ABC Foodmart - Tribeca,4/27/2026 0:00,4/27/2026 0:00,dairy,15.51
"Hull, Shane","Ellis, Grant",shane.hull@abcfoodmart.com,1/9/2024,ABC Foodmart - Tribeca,10/23/2025 0:00,10/23/2025 0:00,cashier,18.44
"Long, Kirsten","Farrell, Christopher",kirsten.long@abcfoodmart.com,2/24/2024,ABC Foodmart - Staten Island,1/25/2026 0:00,1/25/2026 0:00,dry goods,15.91
"Wood, Joshua","Hoffman, Tina",joshua.wood@abcfoodmart.com,11/26/2022,ABC Foodmart - DUMBO,12/31/2024 0:00,12/31/2024 0:00,seafood,17.18
"Roach, Christine","Hoffman, Tina",christine.roach@abcfoodmart.com,10/15/2023,ABC Foodmart - DUMBO,7/3/2025 0:00,7/3/2025 0:00,frozen foods,14.1
"Thompson, Andrea","Farrell, Christopher",andrea.thompson@abcfoodmart.com,1/6/2023,ABC Foodmart - Staten Island,8/4/2024 0:00,8/4/2024 0:00,cashier,12.34
"Eric, Mr.","Flores, Angela",mr..eric@abcfoodmart.com,9/2/2022,ABC Foodmart - Whitestone,12/3/2023 0:00,12/3/2023 0:00,dairy,14.22
"Foster, Kenneth","Cooper, Robert",kenneth.foster@abcfoodmart.com,4/23/2023,ABC Foodmart - Bay Ridge,12/23/2024 0:00,12/23/2024 0:00,seafood,19.62
"Durham, Denise","Farrell, Christopher",denise.durham@abcfoodmart.com,10/24/2022,ABC Foodmart - Staten Island,5/2/2024 0:00,5/2/2024 0:00,dry goods,13.84
"Gardner, Laura","Cooper, Robert",laura.gardner@abcfoodmart.com,9/4/2023,ABC Foodmart - Bay Ridge,6/13/2025 0:00,6/13/2025 0:00,seafood,19.35
"Torres, Steven","Flores, Angela",steven.torres@abcfoodmart.com,5/10/2023,ABC Foodmart - Whitestone,1/28/2025 0:00,1/28/2025 0:00,floral,13.19
"Warren, Timothy","Farrell, Christopher",timothy.warren@abcfoodmart.com,12/27/2022,ABC Foodmart - Staten Island,2/20/2025 0:00,2/20/2025 0:00,fresh produce,13.15
"Riley, Ashley","Cooper, Robert",ashley.riley@abcfoodmart.com,8/17/2022,ABC Foodmart - Bay Ridge,9/19/2024 0:00,9/19/2024 0:00,dry goods,13.5
"Church, Joshua","Hoffman, Tina",joshua.church@abcfoodmart.com,3/3/2024,ABC Foodmart - DUMBO,2/3/2026 0:00,2/3/2026 0:00,seafood,12.12
"Johnson, Samantha","Hoffman, Tina",samantha.johnson@abcfoodmart.com,1/16/2023,ABC Foodmart - DUMBO,3/2/2025 0:00,3/2/2025 0:00,dry goods,12.2
"Henderson, Nancy","Cooper, Robert",nancy.henderson@abcfoodmart.com,12/30/2023,ABC Foodmart - Bay Ridge,2/10/2025 0:00,2/10/2025 0:00,bakery,14.14
"Gross, Andrew","Ellis, Grant",andrew.gross@abcfoodmart.com,4/30/2022,ABC Foodmart - Tribeca,9/7/2023 0:00,9/7/2023 0:00,customer service,17.93
"Rogers, Mark","Ellis, Grant",mark.rogers@abcfoodmart.com,5/8/2023,ABC Foodmart - Tribeca,5/18/2024 0:00,5/18/2024 0:00,dry goods,16.32
"Chambers, Jeffrey","Cooper, Robert",jeffrey.chambers@abcfoodmart.com,9/29/2022,ABC Foodmart - Bay Ridge,3/28/2024 0:00,3/28/2024 0:00,floral,13.67
"Manning, Maria","Ellis, Grant",maria.manning@abcfoodmart.com,11/16/2022,ABC Foodmart - Tribeca,9/10/2024 0:00,9/10/2024 0:00,frozen foods,13.31
"Conrad, Frederick","Cooper, Robert",frederick.conrad@abcfoodmart.com,11/24/2023,ABC Foodmart - Bay Ridge,12/23/2025 0:00,12/23/2025 0:00,seafood,19.16
"Marquez, Jeffrey","Farrell, Christopher",jeffrey.marquez@abcfoodmart.com,2/19/2023,ABC Foodmart - Staten Island,11/3/2024 0:00,11/3/2024 0:00,dairy,14.43
"Thompson, Matthew","Flores, Angela",matthew.thompson@abcfoodmart.com,4/22/2022,ABC Foodmart - Whitestone,9/23/2023 0:00,9/23/2023 0:00,dairy,18.83
"Golden, Laurie","Farrell, Christopher",laurie.golden@abcfoodmart.com,12/23/2023,ABC Foodmart - Staten Island,1/9/2025 0:00,1/9/2025 0:00,fresh produce,12.78
"Alvarez, Brenda","Ellis, Grant",brenda.alvarez@abcfoodmart.com,11/16/2023,ABC Foodmart - Tribeca,8/24/2025 0:00,8/24/2025 0:00,meats,12.91
"Payne, Samantha","Ellis, Grant",samantha.payne@abcfoodmart.com,4/6/2024,ABC Foodmart - Tribeca,11/10/2025 0:00,11/10/2025 0:00,frozen foods,19.99
"Golden, Laurie","Hoffman, Tina",laurie.golden@abcfoodmart.com,12/23/2023,ABC Foodmart - DUMBO,2/7/2025 0:00,2/7/2025 0:00,floral,12.96
"Walls, Kristen","Flores, Angela",kristen.walls@abcfoodmart.com,2/10/2023,ABC Foodmart - Whitestone,7/17/2024 0:00,7/17/2024 0:00,bakery,18.91
"Pena, Johnathan","Flores, Angela",johnathan.pena@abcfoodmart.com,2/22/2023,ABC Foodmart - Whitestone,10/10/2024 0:00,10/10/2024 0:00,dry goods,15.93
"Wells, Monica","Cooper, Robert",monica.wells@abcfoodmart.com,3/12/2024,ABC Foodmart - Bay Ridge,9/24/2025 0:00,9/24/2025 0:00,bakery,15
"Long, Kirsten","Ellis, Grant",kirsten.long@abcfoodmart.com,2/24/2024,ABC Foodmart - Tribeca,2/19/2026 0:00,2/19/2026 0:00,customer service,12.71
"Alvarez, Brenda","Farrell, Christopher",brenda.alvarez@abcfoodmart.com,11/16/2023,ABC Foodmart - Staten Island,9/12/2025 0:00,9/12/2025 0:00,dry goods,15.99
"Bradley, Rita","Farrell, Christopher",rita.bradley@abcfoodmart.com,8/6/2023,ABC Foodmart - Staten Island,3/3/2025 0:00,3/3/2025 0:00,customer service,19.26
"Sean, Mr.","Ellis, Grant",mr..sean@abcfoodmart.com,3/25/2023,ABC Foodmart - Tribeca,9/24/2024 0:00,9/24/2024 0:00,dry goods,16.64
"Torres, Steven","Flores, Angela",steven.torres@abcfoodmart.com,5/10/2023,ABC Foodmart - Whitestone,2/4/2025 0:00,2/4/2025 0:00,seafood,16.79
"Nichols, Mitchell","Flores, Angela",mitchell.nichols@abcfoodmart.com,9/30/2022,ABC Foodmart - Whitestone,12/10/2023 0:00,12/10/2023 0:00,seafood,12.31
"Sean, Mr.","Cooper, Robert",mr..sean@abcfoodmart.com,3/25/2023,ABC Foodmart - Bay Ridge,10/12/2024 0:00,10/12/2024 0:00,dairy,14.12
"Day, Natasha","Ellis, Grant",natasha.day@abcfoodmart.com,8/2/2023,ABC Foodmart - Tribeca,1/13/2025 0:00,1/13/2025 0:00,dry goods,16.99
"Campbell, Bethany","Farrell, Christopher",bethany.campbell@abcfoodmart.com,10/7/2023,ABC Foodmart - Staten Island,2/13/2025 0:00,2/13/2025 0:00,deli,12.97
"Woods, Marcus","Ellis, Grant",marcus.woods@abcfoodmart.com,4/1/2024,ABC Foodmart - Tribeca,8/18/2025 0:00,8/18/2025 0:00,dry goods,16.86
"Hayes, Brandon","Hoffman, Tina",brandon.hayes@abcfoodmart.com,9/28/2022,ABC Foodmart - DUMBO,6/24/2024 0:00,6/24/2024 0:00,dairy,16.06
"Nichols, Brandon","Hoffman, Tina",brandon.nichols@abcfoodmart.com,2/28/2024,ABC Foodmart - DUMBO,11/14/2025 0:00,11/14/2025 0:00,pharmacy,13.14
"Walls, Kristen","Farrell, Christopher",kristen.walls@abcfoodmart.com,2/10/2023,ABC Foodmart - Staten Island,7/18/2024 0:00,7/18/2024 0:00,seafood,16.54
"Mckinney, Marcus","Hoffman, Tina",marcus.mckinney@abcfoodmart.com,8/14/2022,ABC Foodmart - DUMBO,8/2/2024 0:00,8/2/2024 0:00,meats,14.69
"Meyer, James","Flores, Angela",james.meyer@abcfoodmart.com,5/2/2022,ABC Foodmart - Whitestone,8/10/2024 0:00,8/10/2024 0:00,cashier,16.81
"Gardner, Laura","Cooper, Robert",laura.gardner@abcfoodmart.com,9/4/2023,ABC Foodmart - Bay Ridge,6/26/2025 0:00,6/26/2025 0:00,frozen foods,14.08
"Garcia, Sarah","Flores, Angela",sarah.garcia@abcfoodmart.com,12/14/2022,ABC Foodmart - Whitestone,8/2/2024 0:00,8/2/2024 0:00,floral,12.03
"Campbell, Brittany","Ellis, Grant",brittany.campbell@abcfoodmart.com,3/25/2023,ABC Foodmart - Tribeca,11/13/2024 0:00,11/13/2024 0:00,frozen foods,14.74
"Foster, Jennifer","Cooper, Robert",jennifer.foster@abcfoodmart.com,6/15/2023,ABC Foodmart - Bay Ridge,3/27/2025 0:00,3/27/2025 0:00,deli,12.49
"Meyer, James","Farrell, Christopher",james.meyer@abcfoodmart.com,5/2/2022,ABC Foodmart - Staten Island,8/25/2024 0:00,8/25/2024 0:00,dry goods,19.68
"Thomas, Robert","Flores, Angela",robert.thomas@abcfoodmart.com,5/18/2022,ABC Foodmart - Whitestone,6/3/2024 0:00,6/3/2024 0:00,bakery,16.16
"Jordan, Carla","Cooper, Robert",carla.jordan@abcfoodmart.com,12/17/2023,ABC Foodmart - Bay Ridge,4/12/2025 0:00,4/12/2025 0:00,customer service,19.68
"Davis, Jennifer","Flores, Angela",jennifer.davis@abcfoodmart.com,11/3/2023,ABC Foodmart - Whitestone,10/3/2025 0:00,10/3/2025 0:00,deli,17.46
"Shah, Amanda","Hoffman, Tina",amanda.shah@abcfoodmart.com,10/7/2023,ABC Foodmart - DUMBO,8/22/2025 0:00,8/22/2025 0:00,dry goods,12.5
"Mckinney, Marcus","Ellis, Grant",marcus.mckinney@abcfoodmart.com,8/14/2022,ABC Foodmart - Tribeca,8/24/2024 0:00,8/24/2024 0:00,customer service,14.92
"Vasquez, Peter","Hoffman, Tina",peter.vasquez@abcfoodmart.com,1/5/2023,ABC Foodmart - DUMBO,7/3/2024 0:00,7/3/2024 0:00,deli,19.09
"Sosa, David","Flores, Angela",david.sosa@abcfoodmart.com,7/27/2023,ABC Foodmart - Whitestone,5/19/2025 0:00,5/19/2025 0:00,cashier,19.36
"Thomas, Robert","Ellis, Grant",robert.thomas@abcfoodmart.com,5/18/2022,ABC Foodmart - Tribeca,6/10/2024 0:00,6/10/2024 0:00,dairy,18.26
"Riley, Ashley","Cooper, Robert",ashley.riley@abcfoodmart.com,8/17/2022,ABC Foodmart - Bay Ridge,10/5/2024 0:00,10/5/2024 0:00,dairy,19.2
"Myers, Gary","Cooper, Robert",gary.myers@abcfoodmart.com,10/13/2023,ABC Foodmart - Bay Ridge,12/17/2024 0:00,12/17/2024 0:00,frozen foods,18.77
"Colon, Lindsey","Hoffman, Tina",lindsey.colon@abcfoodmart.com,2/16/2023,ABC Foodmart - DUMBO,2/8/2025 0:00,2/8/2025 0:00,seafood,12.6
"Atkinson, Gary","Cooper, Robert",gary.atkinson@abcfoodmart.com,5/24/2022,ABC Foodmart - Bay Ridge,3/14/2024 0:00,3/14/2024 0:00,customer service,19.24
"Myers, Gary","Cooper, Robert",gary.myers@abcfoodmart.com,10/13/2023,ABC Foodmart - Bay Ridge,12/30/2024 0:00,12/30/2024 0:00,dry goods,18.02
"Vasquez, Peter","Hoffman, Tina",peter.vasquez@abcfoodmart.com,1/5/2023,ABC Foodmart - DUMBO,7/19/2024 0:00,7/19/2024 0:00,seafood,12.97
"Jones, Christopher","Cooper, Robert",christopher.jones@abcfoodmart.com,5/19/2022,ABC Foodmart - Bay Ridge,3/31/2024 0:00,3/31/2024 0:00,cashier,16.47
"Kerr, Jason","Cooper, Robert",jason.kerr@abcfoodmart.com,11/21/2022,ABC Foodmart - Bay Ridge,7/29/2024 0:00,7/29/2024 0:00,pharmacy,15.73
"Tate, Harry","Ellis, Grant",harry.tate@abcfoodmart.com,9/18/2022,ABC Foodmart - Tribeca,5/24/2024 0:00,5/24/2024 0:00,fresh produce,18.18
"Vasquez, Peter","Farrell, Christopher",peter.vasquez@abcfoodmart.com,1/5/2023,ABC Foodmart - Staten Island,8/5/2024 0:00,8/5/2024 0:00,cashier,17.79
"Jacobs, Brenda","Cooper, Robert",brenda.jacobs@abcfoodmart.com,2/9/2024,ABC Foodmart - Bay Ridge,7/11/2025 0:00,7/11/2025 0:00,dry goods,12.25
"Nichols, Brandon","Hoffman, Tina",brandon.nichols@abcfoodmart.com,2/28/2024,ABC Foodmart - DUMBO,11/17/2025 0:00,11/17/2025 0:00,frozen foods,13.71
"Roach, Christine","Cooper, Robert",christine.roach@abcfoodmart.com,10/15/2023,ABC Foodmart - Bay Ridge,7/13/2025 0:00,7/13/2025 0:00,dairy,15.96
"Jessica, Ms.","Ellis, Grant",ms..jessica@abcfoodmart.com,6/10/2022,ABC Foodmart - Tribeca,2/15/2024 0:00,2/15/2024 0:00,floral,13.36
"Nguyen, Richard","Cooper, Robert",richard.nguyen@abcfoodmart.com,9/27/2022,ABC Foodmart - Bay Ridge,7/29/2024 0:00,7/29/2024 0:00,dairy,14.85
"Sean, Mr.","Cooper, Robert",mr..sean@abcfoodmart.com,3/25/2023,ABC Foodmart - Bay Ridge,10/31/2024 0:00,10/31/2024 0:00,dry goods,15.89
"White, Kenneth","Farrell, Christopher",kenneth.white@abcfoodmart.com,1/22/2023,ABC Foodmart - Staten Island,3/29/2025 0:00,3/29/2025 0:00,cashier,12.17
"Moyer, Steven","Flores, Angela",steven.moyer@abcfoodmart.com,12/26/2022,ABC Foodmart - Whitestone,11/30/2023 0:00,11/30/2023 0:00,deli,18.47
"Meyer, James","Farrell, Christopher",james.meyer@abcfoodmart.com,5/2/2022,ABC Foodmart - Staten Island,9/2/2024 0:00,9/2/2024 0:00,dry goods,19.88
"Foster, Jennifer","Farrell, Christopher",jennifer.foster@abcfoodmart.com,6/15/2023,ABC Foodmart - Staten Island,4/20/2025 0:00,4/20/2025 0:00,cashier,17.94
"Eric, Mr.","Ellis, Grant",mr..eric@abcfoodmart.com,9/2/2022,ABC Foodmart - Tribeca,12/11/2023 0:00,12/11/2023 0:00,bakery,19.43
"Love, Thomas","Cooper, Robert",thomas.love@abcfoodmart.com,2/18/2024,ABC Foodmart - Bay Ridge,5/13/2026 0:00,5/13/2026 0:00,dry goods,18.55
"Jessica, Ms.","Cooper, Robert",ms..jessica@abcfoodmart.com,6/10/2022,ABC Foodmart - Bay Ridge,3/13/2024 0:00,3/13/2024 0:00,meats,19.99
"Woods, Marcus","Hoffman, Tina",marcus.woods@abcfoodmart.com,4/1/2024,ABC Foodmart - DUMBO,8/20/2025 0:00,8/20/2025 0:00,dairy,14.47
"Walls, Kristen","Cooper, Robert",kristen.walls@abcfoodmart.com,2/10/2023,ABC Foodmart - Bay Ridge,8/11/2024 0:00,8/11/2024 0:00,floral,19.44
"Kerr, Jason","Hoffman, Tina",jason.kerr@abcfoodmart.com,11/21/2022,ABC Foodmart - DUMBO,7/30/2024 0:00,7/30/2024 0:00,deli,12.3
"Day, Natasha","Ellis, Grant",natasha.day@abcfoodmart.com,8/2/2023,ABC Foodmart - Tribeca,2/9/2025 0:00,2/9/2025 0:00,cashier,17.87
"Golden, Laurie","Flores, Angela",laurie.golden@abcfoodmart.com,12/23/2023,ABC Foodmart - Whitestone,3/4/2025 0:00,3/4/2025 0:00,cashier,12.14
"Thompson, Andrea","Flores, Angela",andrea.thompson@abcfoodmart.com,1/6/2023,ABC Foodmart - Whitestone,8/5/2024 0:00,8/5/2024 0:00,customer service,18.66
"Wood, Joshua","Flores, Angela",joshua.wood@abcfoodmart.com,11/26/2022,ABC Foodmart - Whitestone,1/1/2025 0:00,1/1/2025 0:00,deli,13.36
"Carroll, Eric","Flores, Angela",eric.carroll@abcfoodmart.com,12/26/2022,ABC Foodmart - Whitestone,2/16/2025 0:00,2/16/2025 0:00,frozen foods,19.15
"Jones, Evelyn","Ellis, Grant",evelyn.jones@abcfoodmart.com,2/25/2024,ABC Foodmart - Tribeca,12/10/2025 0:00,12/10/2025 0:00,frozen foods,19.41
"Roach, Christine","Flores, Angela",christine.roach@abcfoodmart.com,10/15/2023,ABC Foodmart - Whitestone,8/5/2025 0:00,8/5/2025 0:00,seafood,18.63
"Rogers, Mark","Ellis, Grant",mark.rogers@abcfoodmart.com,5/8/2023,ABC Foodmart - Tribeca,5/20/2024 0:00,5/20/2024 0:00,pharmacy,12.85
"Sean, Mr.","Ellis, Grant",mr..sean@abcfoodmart.com,3/25/2023,ABC Foodmart - Tribeca,11/22/2024 0:00,11/22/2024 0:00,dry goods,18.81
"Hernandez, Michael","Farrell, Christopher",michael.hernandez@abcfoodmart.com,5/24/2022,ABC Foodmart - Staten Island,5/7/2024 0:00,5/7/2024 0:00,meats,14.14
"Dodson, Courtney","Flores, Angela",courtney.dodson@abcfoodmart.com,1/10/2023,ABC Foodmart - Whitestone,9/7/2024 0:00,9/7/2024 0:00,bakery,19.72
"Riley, Ashley","Flores, Angela",ashley.riley@abcfoodmart.com,8/17/2022,ABC Foodmart - Whitestone,10/31/2024 0:00,10/31/2024 0:00,cashier,19.66
"Payne, Samantha","Farrell, Christopher",samantha.payne@abcfoodmart.com,4/6/2024,ABC Foodmart - Staten Island,11/15/2025 0:00,11/15/2025 0:00,frozen foods,17.69
"Bradley, Rita","Farrell, Christopher",rita.bradley@abcfoodmart.com,8/6/2023,ABC Foodmart - Staten Island,3/18/2025 0:00,3/18/2025 0:00,bakery,14.82
"Love, Thomas","Hoffman, Tina",thomas.love@abcfoodmart.com,2/18/2024,ABC Foodmart - DUMBO,6/3/2026 0:00,6/3/2026 0:00,dairy,13.35
"Meyer, James","Flores, Angela",james.meyer@abcfoodmart.com,5/2/2022,ABC Foodmart - Whitestone,9/9/2024 0:00,9/9/2024 0:00,customer service,12.72
"Thomas, Robert","Hoffman, Tina",robert.thomas@abcfoodmart.com,5/18/2022,ABC Foodmart - DUMBO,7/9/2024 0:00,7/9/2024 0:00,cashier,17.61
"Myers, Gary","Flores, Angela",gary.myers@abcfoodmart.com,10/13/2023,ABC Foodmart - Whitestone,1/4/2025 0:00,1/4/2025 0:00,deli,13.82
"Myers, Gary","Ellis, Grant",gary.myers@abcfoodmart.com,10/13/2023,ABC Foodmart - Tribeca,1/28/2025 0:00,1/28/2025 0:00,dairy,19.71
"Walls, Kristen","Ellis, Grant",kristen.walls@abcfoodmart.com,2/10/2023,ABC Foodmart - Tribeca,8/18/2024 0:00,8/18/2024 0:00,frozen foods,12.96
"Dodson, Courtney","Hoffman, Tina",courtney.dodson@abcfoodmart.com,1/10/2023,ABC Foodmart - DUMBO,9/10/2024 0:00,9/10/2024 0:00,deli,17.25
"Woods, Marcus","Farrell, Christopher",marcus.woods@abcfoodmart.com,4/1/2024,ABC Foodmart - Staten Island,9/2/2025 0:00,9/2/2025 0:00,dry goods,16.72
"Jones, Christopher","Cooper, Robert",christopher.jones@abcfoodmart.com,5/19/2022,ABC Foodmart - Bay Ridge,4/1/2024 0:00,4/1/2024 0:00,fresh produce,19.75
"Moon, James","Cooper, Robert",james.moon@abcfoodmart.com,10/20/2023,ABC Foodmart - Bay Ridge,5/20/2025 0:00,5/20/2025 0:00,deli,14.08
"Thompson, Matthew","Farrell, Christopher",matthew.thompson@abcfoodmart.com,4/22/2022,ABC Foodmart - Staten Island,9/25/2023 0:00,9/25/2023 0:00,floral,16
"Torres, Steven","Farrell, Christopher",steven.torres@abcfoodmart.com,5/10/2023,ABC Foodmart - Staten Island,2/12/2025 0:00,2/12/2025 0:00,frozen foods,14.02
"Alvarez, Brenda","Flores, Angela",brenda.alvarez@abcfoodmart.com,11/16/2023,ABC Foodmart - Whitestone,9/17/2025 0:00,9/17/2025 0:00,deli,13.01
"Campbell, Brittany","Cooper, Robert",brittany.campbell@abcfoodmart.com,3/25/2023,ABC Foodmart - Bay Ridge,11/30/2024 0:00,11/30/2024 0:00,floral,14.23
"Payne, Samantha","Cooper, Robert",samantha.payne@abcfoodmart.com,4/6/2024,ABC Foodmart - Bay Ridge,12/1/2025 0:00,12/1/2025 0:00,cashier,13.43
"Meyer, James","Ellis, Grant",james.meyer@abcfoodmart.com,5/2/2022,ABC Foodmart - Tribeca,10/6/2024 0:00,10/6/2024 0:00,meats,16.01
"Colon, Lindsey","Cooper, Robert",lindsey.colon@abcfoodmart.com,2/16/2023,ABC Foodmart - Bay Ridge,2/11/2025 0:00,2/11/2025 0:00,cashier,16.82
"Roach, Christine","Cooper, Robert",christine.roach@abcfoodmart.com,10/15/2023,ABC Foodmart - Bay Ridge,8/28/2025 0:00,8/28/2025 0:00,dry goods,17.96
"Horton, Ashley","Ellis, Grant",ashley.horton@abcfoodmart.com,1/24/2024,ABC Foodmart - Tribeca,12/18/2025 0:00,12/18/2025 0:00,meats,14.47
"Wells, Monica","Hoffman, Tina",monica.wells@abcfoodmart.com,3/12/2024,ABC Foodmart - DUMBO,10/23/2025 0:00,10/23/2025 0:00,fresh produce,12.11
"Thompson, Andrea","Ellis, Grant",andrea.thompson@abcfoodmart.com,1/6/2023,ABC Foodmart - Tribeca,9/3/2024 0:00,9/3/2024 0:00,bakery,17.45
"Marquez, Jeffrey","Ellis, Grant",jeffrey.marquez@abcfoodmart.com,2/19/2023,ABC Foodmart - Tribeca,11/18/2024 0:00,11/18/2024 0:00,meats,14.53
"Jessica, Ms.","Cooper, Robert",ms..jessica@abcfoodmart.com,6/10/2022,ABC Foodmart - Bay Ridge,3/30/2024 0:00,3/30/2024 0:00,frozen foods,13.34
"Werner, Kara","Farrell, Christopher",kara.werner@abcfoodmart.com,10/12/2023,ABC Foodmart - Staten Island,9/18/2025 0:00,9/18/2025 0:00,bakery,15.62
"Tate, Harry","Hoffman, Tina",harry.tate@abcfoodmart.com,9/18/2022,ABC Foodmart - DUMBO,5/29/2024 0:00,5/29/2024 0:00,floral,18.4
"Carroll, Eric","Hoffman, Tina",eric.carroll@abcfoodmart.com,12/26/2022,ABC Foodmart - DUMBO,2/22/2025 0:00,2/22/2025 0:00,pharmacy,19.24
"Payne, Samantha","Flores, Angela",samantha.payne@abcfoodmart.com,4/6/2024,ABC Foodmart - Whitestone,12/10/2025 0:00,12/10/2025 0:00,deli,17.65
"Campbell, Brittany","Hoffman, Tina",brittany.campbell@abcfoodmart.com,3/25/2023,ABC Foodmart - DUMBO,12/16/2024 0:00,12/16/2024 0:00,bakery,12.63
"Tate, Harry","Hoffman, Tina",harry.tate@abcfoodmart.com,9/18/2022,ABC Foodmart - DUMBO,5/31/2024 0:00,5/31/2024 0:00,dry goods,18.08
"Wells, Monica","Farrell, Christopher",monica.wells@abcfoodmart.com,3/12/2024,ABC Foodmart - Staten Island,11/11/2025 0:00,11/11/2025 0:00,pharmacy,15.95
"Nichols, Mitchell","Ellis, Grant",mitchell.nichols@abcfoodmart.com,9/30/2022,ABC Foodmart - Tribeca,12/28/2023 0:00,12/28/2023 0:00,frozen foods,15.63
"Rogers, Mark","Ellis, Grant",mark.rogers@abcfoodmart.com,5/8/2023,ABC Foodmart - Tribeca,5/24/2024 0:00,5/24/2024 0:00,meats,19.32
"Warren, Timothy","Cooper, Robert",timothy.warren@abcfoodmart.com,12/27/2022,ABC Foodmart - Bay Ridge,2/21/2025 0:00,2/21/2025 0:00,seafood,12.82
"Martin, Monica","Ellis, Grant",monica.martin@abcfoodmart.com,11/23/2023,ABC Foodmart - Tribeca,3/14/2026 0:00,3/14/2026 0:00,floral,14.84
"Jessica, Ms.","Flores, Angela",ms..jessica@abcfoodmart.com,6/10/2022,ABC Foodmart - Whitestone,4/16/2024 0:00,4/16/2024 0:00,seafood,18.64
"Davis, Jennifer","Farrell, Christopher",jennifer.davis@abcfoodmart.com,11/3/2023,ABC Foodmart - Staten Island,10/15/2025 0:00,10/15/2025 0:00,seafood,18.4
"Church, Joshua","Cooper, Robert",joshua.church@abcfoodmart.com,3/3/2024,ABC Foodmart - Bay Ridge,2/16/2026 0:00,2/16/2026 0:00,frozen foods,16.45
"Martin, Monica","Ellis, Grant",monica.martin@abcfoodmart.com,11/23/2023,ABC Foodmart - Tribeca,3/31/2026 0:00,3/31/2026 0:00,floral,13.5
"Warren, Timothy","Ellis, Grant",timothy.warren@abcfoodmart.com,12/27/2022,ABC Foodmart - Tribeca,3/1/2025 0:00,3/1/2025 0:00,fresh produce,18.76
"Bryan, Mr.","Flores, Angela",mr..bryan@abcfoodmart.com,8/26/2023,ABC Foodmart - Whitestone,5/12/2025 0:00,5/12/2025 0:00,frozen foods,16.18
"Nichols, Mitchell","Farrell, Christopher",mitchell.nichols@abcfoodmart.com,9/30/2022,ABC Foodmart - Staten Island,1/14/2024 0:00,1/14/2024 0:00,bakery,18.99
"Love, Thomas","Ellis, Grant",thomas.love@abcfoodmart.com,2/18/2024,ABC Foodmart - Tribeca,6/5/2026 0:00,6/5/2026 0:00,pharmacy,16.9
"Conrad, Frederick","Cooper, Robert",frederick.conrad@abcfoodmart.com,11/24/2023,ABC Foodmart - Bay Ridge,12/28/2025 0:00,12/28/2025 0:00,floral,18.62
"Frederick, Evan","Ellis, Grant",evan.frederick@abcfoodmart.com,2/24/2023,ABC Foodmart - Tribeca,5/4/2024 0:00,5/4/2024 0:00,deli,13.96
"Jacobs, Brenda","Ellis, Grant",brenda.jacobs@abcfoodmart.com,2/9/2024,ABC Foodmart - Tribeca,8/1/2025 0:00,8/1/2025 0:00,dairy,15.65
"Johnson, Samantha","Cooper, Robert",samantha.johnson@abcfoodmart.com,1/16/2023,ABC Foodmart - Bay Ridge,3/5/2025 0:00,3/5/2025 0:00,seafood,19.78
"Nichols, Brandon","Hoffman, Tina",brandon.nichols@abcfoodmart.com,2/28/2024,ABC Foodmart - DUMBO,12/1/2025 0:00,12/1/2025 0:00,customer service,18.17
"Pena, Johnathan","Flores, Angela",johnathan.pena@abcfoodmart.com,2/22/2023,ABC Foodmart - Whitestone,10/23/2024 0:00,10/23/2024 0:00,dairy,17.1
"Jackson, Michael","Farrell, Christopher",michael.jackson@abcfoodmart.com,10/31/2022,ABC Foodmart - Staten Island,5/23/2024 0:00,5/23/2024 0:00,customer service,14.33
"Smith, Brandy","Cooper, Robert",brandy.smith@abcfoodmart.com,12/26/2023,ABC Foodmart - Bay Ridge,12/23/2025 0:00,12/23/2025 0:00,meats,14.05
"Blanchard, Ricky","Cooper, Robert",ricky.blanchard@abcfoodmart.com,5/23/2023,ABC Foodmart - Bay Ridge,1/10/2025 0:00,1/10/2025 0:00,customer service,15.94
"Dodson, Courtney","Hoffman, Tina",courtney.dodson@abcfoodmart.com,1/10/2023,ABC Foodmart - DUMBO,9/26/2024 0:00,9/26/2024 0:00,fresh produce,17.92
"Randolph, Emily","Ellis, Grant",emily.randolph@abcfoodmart.com,3/9/2023,ABC Foodmart - Tribeca,10/8/2024 0:00,10/8/2024 0:00,frozen foods,12.48
"Walters, Jay","Hoffman, Tina",jay.walters@abcfoodmart.com,12/17/2023,ABC Foodmart - DUMBO,5/5/2026 0:00,5/5/2026 0:00,customer service,14.52
"Spears, Erin","Farrell, Christopher",erin.spears@abcfoodmart.com,7/30/2023,ABC Foodmart - Staten Island,6/26/2025 0:00,6/26/2025 0:00,cashier,15.37
"Kramer, Veronica","Farrell, Christopher",veronica.kramer@abcfoodmart.com,3/28/2023,ABC Foodmart - Staten Island,1/25/2025 0:00,1/25/2025 0:00,customer service,16.13
